,myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
861,0.86,1.168408096,0.72,2.499654861,0.862,0.159,10,Apold1
862,0.854,1.20532997,0.708,2.812412287,0.834,0.174,10,Gng11
863,0.848,0.979410375,0.696,1.932206334,0.927,0.392,10,Tpm4
864,0.843,0.638342351,0.686,0.98385096,1,0.998,10,Eif1
865,0.842,0.920369228,0.684,1.88282555,0.931,0.479,10,Pnrc1
866,0.837,2.533707432,0.674,5.348501362,0.713,0.059,10,Vtn
867,0.835,0.993724942,0.67,3.152008981,0.769,0.175,10,Lamc1
868,0.828,1.046480762,0.656,6.254697322,0.668,0.017,10,Tbx3os1
869,0.827,0.817949226,0.654,1.354263635,0.992,0.5,10,Sparc
870,0.826,1.631685505,0.652,3.608805823,0.713,0.084,10,Mgp
871,0.825,1.116813401,0.65,3.151447911,0.753,0.165,10,S100a11
872,0.822,1.232496716,0.644,3.545731858,0.729,0.146,10,Rgs4
873,0.819,0.898169492,0.638,1.487772401,0.992,0.892,10,Jund
874,0.816,1.040943215,0.632,3.258291544,0.713,0.117,10,Fstl1
875,0.815,1.089589704,0.63,5.00726565,0.66,0.052,10,Mylk
876,0.815,1.006448076,0.63,2.234887725,0.846,0.512,10,Oaz2
877,0.811,0.960767174,0.622,1.990046806,0.862,0.401,10,Gadd45b
878,0.809,0.823699333,0.618,1.488652392,0.968,0.668,10,Btg1
879,0.808,0.662394362,0.616,1.113190857,0.939,0.413,10,Ifitm3
880,0.806,0.885289167,0.612,3.396495452,0.684,0.089,10,Nid1
881,0.801,1.033758597,0.602,4.818989623,0.632,0.044,10,Il34
882,0.801,1.404199653,0.602,4.264481722,0.648,0.059,10,Ifitm1
883,0.8,0.950874709,0.6,4.549778915,0.632,0.037,10,Adap2os
884,0.799,2.67008321,0.598,6.380229028,0.648,0.107,10,Crip1
885,0.799,0.873683561,0.598,1.538662993,0.964,0.821,10,Myl6
886,0.799,0.951429334,0.598,2.16291964,0.789,0.256,10,Mfge8
887,0.796,0.675876223,0.592,1.099433361,0.996,0.639,10,Nfkbia
888,0.796,1.026177423,0.592,5.771863297,0.607,0.022,10,Gper1
889,0.796,1.257700061,0.592,4.754283148,0.632,0.063,10,Sod3
890,0.794,1.005264079,0.588,2.330600311,0.761,0.242,10,Klf4
891,0.792,0.924556124,0.584,2.207495426,0.753,0.224,10,Ifitm2
892,0.792,0.997814932,0.584,3.564168396,0.636,0.061,10,Nupr1
893,0.786,0.854330136,0.572,3.512905533,0.644,0.108,10,Rasgrp2
894,0.785,1.173477827,0.57,5.220073256,0.595,0.036,10,Cox4i2
895,0.784,0.821083702,0.568,2.055241603,0.761,0.262,10,Epas1
896,0.783,0.905535419,0.566,1.807183122,0.874,0.502,10,Fosb
897,0.78,0.864331201,0.56,3.026350178,0.668,0.17,10,Sdc2
898,0.78,0.799697563,0.56,2.222410847,0.741,0.291,10,Itgb1
899,0.779,1.00154947,0.558,3.327843296,0.644,0.119,10,Rhoj
900,0.779,1.046319773,0.558,5.329881168,0.579,0.026,10,Gja4
901,0.776,0.956268998,0.552,2.577800871,0.692,0.197,10,Septin4
902,0.772,0.783775935,0.544,1.887853138,0.777,0.355,10,Fermt2
903,0.772,0.932876465,0.544,2.109362895,0.761,0.281,10,Serpinh1
904,0.771,0.854511607,0.542,2.10042542,0.725,0.211,10,Tagln2
905,0.767,0.826093663,0.534,1.391449287,0.874,0.425,10,Atp1a2
906,0.766,1.675226231,0.532,2.847385578,0.664,0.183,10,Ccl2
907,0.765,0.996661058,0.53,5.078081871,0.555,0.034,10,Tslp
908,0.765,0.822248061,0.53,3.083360476,0.619,0.117,10,Eva1b
909,0.765,0.855153159,0.53,2.390844582,0.709,0.283,10,Lmna
910,0.764,0.6391337,0.528,2.127187085,0.599,0.074,10,Col1a2
911,0.76,0.84527844,0.52,3.785112332,0.575,0.07,10,Mcam
912,0.76,0.747301193,0.52,3.012860643,0.611,0.131,10,Tns1
913,0.759,1.147629054,0.518,3.329773776,0.611,0.135,10,Lgals1
914,0.759,1.142666093,0.518,2.418005156,0.773,0.482,10,Tpm1
915,0.756,0.66205407,0.512,3.019264198,0.579,0.079,10,Rarres2
916,0.755,1.44258123,0.51,2.689747475,0.66,0.201,10,Hspa1a
917,0.755,0.66273415,0.51,1.648033578,0.749,0.266,10,Litaf
918,0.754,0.345170007,0.508,0.7103131,0.745,0.217,10,Tm4sf1
919,0.753,0.712621351,0.506,1.415142813,0.87,0.524,10,Ifrd1
920,0.753,0.706669027,0.506,2.071284937,0.7,0.337,10,Mprip
921,0.753,0.74939098,0.506,3.466130532,0.571,0.087,10,Zfhx3
922,0.752,0.564094528,0.504,0.816502525,1,0.999,10,Malat1
923,0.752,0.785871028,0.504,4.488578914,0.534,0.038,10,Lrrc32
924,0.752,0.846829845,0.504,6.309570314,0.514,0.015,10,Des
925,0.752,0.678772694,0.504,2.789376248,0.607,0.124,10,Myo1b
926,0.751,0.871531124,0.502,3.161268543,0.599,0.138,10,Nrarp
927,0.749,0.704794139,0.498,4.648579416,0.526,0.037,10,Ednra
928,0.749,1.525955901,0.498,5.736360699,0.514,0.023,10,Kcnj8
929,0.748,0.675612226,0.496,1.589329381,0.765,0.336,10,Zfp36l1
930,0.748,0.615982016,0.496,1.325940684,0.891,0.596,10,ENSMUSG00000142676
931,0.746,0.789946827,0.492,6.106665408,0.502,0.012,10,Gm13861
932,0.745,0.699651965,0.49,1.34756384,0.794,0.357,10,Id3
933,0.744,0.731099776,0.488,5.600492981,0.502,0.017,10,Heyl
934,0.743,0.67847318,0.486,4.060469676,0.522,0.043,10,S1pr3
935,0.743,0.705098137,0.486,1.770819027,0.749,0.446,10,Dtx3
936,0.741,0.582361343,0.482,1.002607957,0.976,0.75,10,Junb
937,0.738,1.296144854,0.476,6.680557684,0.49,0.021,10,Tpm2
938,0.738,1.132375297,0.476,2.316543399,0.672,0.259,10,Vim
939,0.738,0.713379109,0.476,1.536773664,0.818,0.567,10,ENSMUSG00000123149
940,0.734,0.492502722,0.468,0.948260489,0.951,0.846,10,Srsf5
941,0.732,0.657111183,0.464,2.276212537,0.595,0.146,10,Ppic
942,0.729,0.718864389,0.458,1.856313188,0.632,0.174,10,Ccrl2
943,0.728,0.891865896,0.456,5.141964438,0.474,0.022,10,Abcc9
944,0.727,0.682700898,0.454,1.62936968,0.725,0.374,10,Nr4a1
945,0.727,0.982424139,0.454,2.21712032,0.672,0.289,10,Timp3
946,0.727,0.647607144,0.454,1.533294463,0.733,0.388,10,Ppp1r15a
947,0.727,0.51764492,0.454,0.95927572,0.943,0.861,10,Map1lc3a
948,0.726,0.574164074,0.452,1.350537413,0.757,0.427,10,Serinc3
949,0.725,0.494708027,0.45,0.950427652,0.96,0.844,10,Sub1
950,0.725,0.811363786,0.45,4.120596316,0.498,0.067,10,Slc19a1
951,0.725,0.646808158,0.45,2.24348946,0.591,0.164,10,4930523C07Rik
952,0.722,0.917794103,0.444,3.401382395,0.522,0.104,10,Rgs16
953,0.721,0.600321674,0.442,2.014301434,0.603,0.187,10,Vasp
954,0.72,0.567776467,0.44,1.404391676,0.721,0.332,10,Maff
955,0.72,0.917953712,0.44,3.170268541,0.522,0.108,10,Adamts4
956,0.719,0.77805141,0.438,4.104217274,0.482,0.058,10,Gjc1
957,0.718,0.584851295,0.436,2.197769426,0.567,0.137,10,Rbpms
958,0.716,0.598447813,0.432,4.180064889,0.466,0.038,10,Filip1l
959,0.716,0.317102165,0.432,0.494615504,0.992,0.745,10,Meg3
960,0.716,0.687318551,0.432,2.90081163,0.53,0.124,10,Zic1
961,0.716,0.571961743,0.432,1.41998388,0.688,0.298,10,Zfp36
962,0.716,0.709183017,0.432,5.38667924,0.449,0.022,10,Pde3a
963,0.716,0.45932952,0.432,0.914519896,0.915,0.612,10,Gng5
964,0.713,0.661437441,0.426,6.397661644,0.433,0.009,10,Aspn
965,0.713,0.61146085,0.426,2.110380073,0.579,0.193,10,Efhd2
966,0.713,0.833889796,0.426,4.830415553,0.453,0.038,10,P2ry14
967,0.712,0.599778265,0.424,2.173746712,0.591,0.226,10,Septin11
968,0.709,0.656494977,0.418,2.122770613,0.595,0.232,10,Tnfaip1
969,0.708,0.432818779,0.416,0.879972055,0.777,0.426,10,Myl12a
970,0.707,0.707724845,0.414,5.210425668,0.429,0.019,10,Kcne4
971,0.705,0.620600032,0.41,1.182298573,0.891,0.737,10,Rhob
972,0.704,0.460784677,0.408,1.014529225,0.611,0.19,10,Akap12
973,0.703,0.852124923,0.406,5.24559082,0.425,0.024,10,Atp13a5
974,0.703,0.662790015,0.406,1.471781824,0.623,0.239,10,Klf2
975,0.703,0.571550768,0.406,3.567686836,0.457,0.065,10,Sh2b3
976,0.701,0.738226796,0.402,2.509350408,0.514,0.13,10,Pcp4l1
977,0.98,3.199115183,0.96,5.352860285,0.986,0.177,11,Ccl2
978,0.977,2.457927346,0.954,6.578076298,0.967,0.067,11,Col1a2
979,0.975,2.044556569,0.95,5.267052409,0.967,0.104,11,Cp
980,0.971,2.476518351,0.942,8.925219436,0.944,0.013,11,Col1a1
981,0.965,2.690424711,0.93,4.319226954,0.991,0.292,11,Cxcl1
982,0.96,2.343698404,0.92,5.381775432,0.949,0.105,11,Slc7a11
983,0.95,2.120020037,0.9,8.901687045,0.902,0.008,11,Dcn
984,0.949,1.789174834,0.898,4.954737698,0.93,0.114,11,Fstl1
985,0.934,1.653368125,0.868,3.564662442,0.94,0.221,11,Ifitm2
986,0.928,2.133982125,0.856,4.915704608,0.898,0.106,11,Ptgs2
987,0.924,1.936933475,0.848,7.214175493,0.856,0.019,11,Col3a1
988,0.914,2.06288718,0.828,3.960822402,0.884,0.098,11,Ccl7
989,0.913,1.534921476,0.826,4.338493737,0.884,0.096,11,Bgn
990,0.912,1.717049674,0.824,4.966540244,0.856,0.056,11,Ifitm1
991,0.896,1.438429984,0.792,4.963255804,0.823,0.086,11,Rdh10
992,0.895,1.813966062,0.79,2.701409776,0.981,0.734,11,Mt2
993,0.891,1.520125526,0.782,3.705730742,0.874,0.176,11,Cxcl12
994,0.89,1.458498463,0.78,3.973357573,0.851,0.132,11,Lgals1
995,0.889,1.516369194,0.778,6.677988709,0.791,0.028,11,Cyp1b1
996,0.887,1.019204005,0.774,5.109901805,0.8,0.037,11,Cfh
997,0.884,1.148994832,0.768,3.016335293,0.893,0.239,11,Nfkb1
998,0.883,2.368902388,0.766,5.053983384,0.833,0.145,11,Gm20186
999,0.88,1.646099075,0.76,2.418414706,0.995,0.951,11,Mt1
1000,0.879,1.446175897,0.758,3.521866244,0.842,0.18,11,Igfbp4
1001,0.878,1.236346586,0.756,2.375808732,0.944,0.501,11,Fosb
1002,0.876,1.360995154,0.752,2.587208281,0.93,0.343,11,Clic4
1003,0.874,1.224097961,0.748,1.997169104,0.972,0.414,11,Ifitm3
1004,0.871,1.536143904,0.742,2.347440864,0.958,0.499,11,Cxcl10
1005,0.865,1.030795464,0.73,2.643201604,0.874,0.23,11,Mdk
1006,0.863,1.14295816,0.726,2.3153243,0.93,0.545,11,Sod2
1007,0.859,1.247922635,0.718,8.495204306,0.721,0.005,11,Lum
1008,0.856,2.052785516,0.712,3.471785404,0.828,0.193,11,Cxcl2
1009,0.856,0.962832132,0.712,2.41692155,0.884,0.257,11,Rbms1
1010,0.855,1.295090268,0.71,2.526923688,0.87,0.202,11,Ifit1
1011,0.855,1.110483202,0.71,3.550702676,0.772,0.072,11,Tnfaip2
1012,0.852,1.904188491,0.704,4.379018547,0.791,0.142,11,Apod
1013,0.851,1.326166118,0.702,2.457747901,0.926,0.368,11,Phlda1
1014,0.85,1.006411864,0.7,2.221498846,0.912,0.334,11,Zfp36l1
1015,0.849,1.096134994,0.698,2.411852517,0.893,0.375,11,Ier5
1016,0.846,1.021362103,0.692,3.711638299,0.758,0.09,11,Nid1
1017,0.846,1.189448562,0.692,2.59378884,0.865,0.286,11,Timp3
1018,0.844,2.964413455,0.688,6.232440803,0.735,0.105,11,Gm56730
1019,0.844,0.928471943,0.688,1.66124435,0.977,0.669,11,Btg1
1020,0.844,0.908690837,0.688,7.163222546,0.693,0.007,11,Col6a1
1021,0.844,0.810618584,0.688,1.895021861,0.893,0.337,11,Cald1
1022,0.844,1.403751479,0.688,3.065084097,0.814,0.17,11,Igfbp2
1023,0.842,1.119468896,0.684,2.224000704,0.856,0.186,11,Akap12
1024,0.841,0.928095247,0.682,2.721643506,0.814,0.165,11,S100a11
1025,0.84,1.690709716,0.68,4.208611698,0.73,0.07,11,Il6
1026,0.839,1.121543965,0.678,2.656376892,0.842,0.234,11,Vcam1
1027,0.838,1.166195335,0.676,2.588185259,0.851,0.266,11,Adamts1
1028,0.837,1.120035341,0.674,2.240512509,0.856,0.222,11,Plac9
1029,0.836,1.010122164,0.672,3.405025567,0.758,0.144,11,Sntb2
1030,0.835,1.149031554,0.67,2.842295462,0.819,0.233,11,Errfi1
1031,0.833,1.115103704,0.666,2.111908455,0.93,0.524,11,Ifrd1
1032,0.832,0.929103106,0.664,2.063595416,0.805,0.171,11,Trf
1033,0.832,1.696914559,0.664,6.218454617,0.684,0.034,11,Steap4
1034,0.83,0.822164296,0.66,4.835035461,0.688,0.038,11,Colec12
1035,0.83,1.460062023,0.66,2.33949956,0.94,0.523,11,Ptn
1036,0.827,0.861930932,0.654,1.968314095,0.884,0.28,11,Serpinh1
1037,0.825,2.573520792,0.65,5.133999417,0.698,0.101,11,ENSMUSG00000135102
1038,0.824,1.323415916,0.648,3.059818161,0.767,0.158,11,Ifit3
1039,0.824,0.972610877,0.648,1.865598733,0.893,0.288,11,Sdc4
1040,0.823,0.79103516,0.646,1.59558429,0.935,0.394,11,Tpm4
1041,0.822,0.798421821,0.644,3.011299963,0.753,0.149,11,Tnfrsf1a
1042,0.822,0.966414998,0.644,2.125416002,0.823,0.177,11,Isg15
1043,0.821,1.48985945,0.642,4.756461446,0.688,0.062,11,Nupr1
1044,0.82,0.972675995,0.64,2.068463052,0.86,0.312,11,Cebpd
1045,0.82,1.051535769,0.64,2.236413056,0.912,0.419,11,Ctsl
1046,0.82,1.09096018,0.64,2.177558753,0.814,0.197,11,Gbp2
1047,0.818,1.214117378,0.636,4.142687891,0.698,0.093,11,Itih5
1048,0.815,0.869006693,0.63,1.434078699,0.977,0.502,11,Sparc
1049,0.812,0.727562636,0.624,2.488634706,0.772,0.224,11,Septin11
1050,0.811,0.986092214,0.622,5.017029309,0.651,0.04,11,Pcolce
1051,0.81,0.777956317,0.62,4.656911397,0.651,0.042,11,Bicc1
1052,0.809,0.513972196,0.618,0.895886965,0.953,0.383,11,Icam1
1053,0.809,1.036450427,0.618,3.282441211,0.712,0.123,11,Ptges
1054,0.808,0.868444827,0.616,4.554733906,0.651,0.052,11,Serping1
1055,0.807,0.913961927,0.614,5.021122805,0.637,0.028,11,ENSMUSG00000134444
1056,0.806,1.07233529,0.612,2.256771864,0.874,0.477,11,Odc1
1057,0.805,0.893903813,0.61,3.140854733,0.679,0.07,11,Serpinf1
1058,0.804,0.947326865,0.608,2.211497682,0.795,0.243,11,Klf4
1059,0.803,1.074951835,0.606,2.925114203,0.749,0.2,11,Rbp1
1060,0.8,0.742506687,0.6,5.803819746,0.614,0.016,11,Col26a1
1061,0.798,2.054892188,0.596,7.220123596,0.614,0.029,11,Gm56555
1062,0.797,0.757141883,0.594,2.613717654,0.716,0.137,11,Lhfpl6
1063,0.795,0.790863997,0.59,2.78071421,0.707,0.14,11,Ahnak
1064,0.794,0.705294418,0.588,4.925261322,0.609,0.027,11,Loxl2
1065,0.793,0.775880874,0.586,1.764241393,0.842,0.282,11,Ier3
1066,0.793,0.762685961,0.586,3.090168361,0.684,0.132,11,Cd302
1067,0.792,3.405969141,0.584,6.017829636,0.642,0.128,11,ENSMUSG00000140700
1068,0.79,0.719905261,0.58,1.716636551,0.851,0.356,11,Pde4b
1069,0.786,0.556991751,0.572,0.86726331,1,0.993,11,Tpt1
1070,0.786,0.681773686,0.572,2.902323497,0.67,0.113,11,Stx11
1071,0.784,0.738703751,0.568,1.233964138,0.991,0.893,11,Jund
1072,0.783,1.207768394,0.566,7.210016758,0.572,0.011,11,Tgfbi
1073,0.783,1.561420397,0.566,3.35619054,0.619,0.064,11,Vtn
1074,0.782,0.497482955,0.564,0.76965976,1,0.993,11,Rps27
1075,0.78,0.68469851,0.56,2.158715271,0.772,0.29,11,Golph3
1076,0.78,0.60141825,0.56,0.91209495,1,0.991,11,H3f3b
1077,0.78,0.655751508,0.56,2.83800738,0.656,0.098,11,Casp4
1078,0.78,1.651814299,0.56,3.618908565,0.628,0.088,11,Mgp
1079,0.778,0.890782067,0.556,5.078302796,0.581,0.033,11,Col18a1
1080,0.777,1.326160102,0.554,6.983410687,0.563,0.014,11,ENSMUSG00000143161
1081,0.776,0.673039215,0.552,2.520603483,0.679,0.144,11,Osmr
1082,0.776,0.854008887,0.552,3.377126744,0.633,0.108,11,Metrnl
1083,0.776,0.650499291,0.552,1.760154445,0.795,0.293,11,Csrnp1
1084,0.776,0.667674184,0.552,3.613800811,0.605,0.062,11,Rbms3
1085,0.776,0.873317121,0.552,1.647146467,0.847,0.357,11,Id3
1086,0.776,0.632452674,0.552,1.35047222,0.907,0.482,11,Pnrc1
1087,0.773,0.637972014,0.546,1.511183337,0.842,0.386,11,Ppp1r15a
1088,0.771,0.691283036,0.542,4.218325229,0.581,0.05,11,Clmp
1089,0.771,0.571778997,0.542,1.504608977,0.767,0.224,11,Plat
1090,0.77,0.619123739,0.54,1.686582673,0.805,0.359,11,Stat3
1091,0.769,0.980951358,0.538,1.821530568,0.888,0.611,11,Egr1
1092,0.769,0.552185049,0.538,1.383527277,0.809,0.249,11,H2-Q4
1093,0.769,0.607839042,0.538,1.77231143,0.781,0.32,11,Lrp1
1094,0.768,1.042158306,0.536,2.123011429,0.777,0.322,11,Neat1
1095,0.768,0.625913236,0.536,1.189740485,0.958,0.733,11,Laptm4a
1096,0.768,0.675099151,0.536,2.751812443,0.633,0.106,11,Oasl2
1097,0.767,0.848463845,0.534,2.717129181,0.642,0.139,11,Nbl1
1098,0.766,0.50860868,0.532,1.316237723,0.814,0.267,11,Litaf
1099,0.766,0.530400499,0.532,0.890272276,0.991,0.954,11,Gm44442
1100,0.765,0.587174136,0.53,1.879243806,0.73,0.22,11,Tapbp
1101,0.764,0.571297228,0.528,1.576684791,0.772,0.264,11,Nfkbiz
1102,0.764,0.727882727,0.528,1.574923234,0.777,0.258,11,Vim
1103,0.763,0.850145474,0.526,1.907714437,0.791,0.302,11,Sbno2
1104,0.762,0.617086163,0.524,1.776212617,0.749,0.242,11,Gem
1105,0.762,0.419156244,0.524,0.792097936,0.93,0.48,11,B2m
1106,0.761,0.542996531,0.522,0.889293711,0.986,0.641,11,Nfkbia
1107,0.76,1.040855062,0.52,1.798263562,0.726,0.235,11,Rsad2
1108,0.76,0.840029875,0.52,3.583478064,0.577,0.064,11,Mfap4
1109,0.758,0.662855706,0.516,1.732855688,0.702,0.174,11,Ccrl2
1110,0.758,0.736954662,0.516,1.253966119,0.967,0.751,11,Junb
1111,0.756,0.554493695,0.512,1.183261791,0.921,0.652,11,Arf4
1112,0.756,0.531432132,0.512,1.05190803,0.916,0.502,11,Cd63
1113,0.755,0.612420293,0.51,2.025111728,0.702,0.234,11,Fosl2
1114,0.753,0.39775344,0.506,0.590254253,1,0.999,11,Fth1
1115,0.753,0.672412582,0.506,2.490263565,0.623,0.121,11,Rhoj
1116,0.753,0.795629096,0.506,1.722075417,0.712,0.239,11,Klf2
1117,0.752,0.721909082,0.504,1.547816846,0.814,0.404,11,Gadd45b
1118,0.75,0.712471453,0.5,1.699149284,0.786,0.331,11,Maff
1119,0.75,0.573194274,0.5,2.110692763,0.642,0.138,11,Zc3hav1
1120,0.749,0.622527416,0.498,1.630162673,0.772,0.345,11,Rrbp1
1121,0.747,0.392527626,0.494,0.815335337,0.884,0.391,11,H2-D1
1122,0.747,0.890582099,0.494,3.656501739,0.549,0.058,11,Igf2
1123,0.747,1.186948809,0.494,7.764573277,0.498,0.006,11,ENSMUSG00000139315
1124,0.747,0.560570493,0.494,1.652903014,0.679,0.169,11,Gbp3
1125,0.747,0.620526154,0.494,1.333035437,0.884,0.597,11,ENSMUSG00000142676
1126,0.746,0.67220387,0.492,4.087594841,0.53,0.044,11,Plscr1
1127,0.746,0.756693522,0.492,3.362154618,0.572,0.1,11,Mfap2
1128,0.745,2.235502902,0.49,8.497624577,0.498,0.015,11,ENSMUSG00000128770
1129,0.745,0.706953442,0.49,1.464399656,0.823,0.44,11,Klf6
1130,0.744,0.909762182,0.488,4.330679292,0.53,0.056,11,Tnfaip6
1131,0.743,0.526784815,0.486,1.497337136,0.767,0.355,11,Lamp2
1132,0.743,0.835221208,0.486,2.063263373,0.67,0.184,11,Col4a1
1133,0.741,0.837844368,0.482,4.317105373,0.521,0.05,11,Aebp1
1134,0.74,0.40189366,0.48,0.623881089,1,0.998,11,Eif1
1135,0.74,0.803740113,0.48,2.864730328,0.581,0.108,11,Adamts4
1136,0.739,0.643008751,0.478,2.670331913,0.586,0.113,11,Anxa2
1137,0.739,0.633474879,0.478,4.316603277,0.512,0.04,11,Islr
1138,0.737,0.656151647,0.474,2.674220793,0.563,0.099,11,Hk2
1139,0.735,0.472100675,0.47,1.203773167,0.772,0.295,11,H2-K1
1140,0.735,0.754734177,0.47,2.029139891,0.735,0.351,11,Cstb
1141,0.735,0.533887088,0.47,2.539950689,0.577,0.114,11,Birc3
1142,0.735,0.512608568,0.47,1.669688599,0.707,0.291,11,Jak1
1143,0.734,0.800847441,0.468,2.835357907,0.563,0.101,11,Ifit3b
1144,0.734,0.618402661,0.468,2.921662501,0.553,0.095,11,Pakap.2
1145,0.734,0.56373685,0.468,4.774442588,0.488,0.023,11,Col5a2
1146,0.733,0.521839857,0.466,1.217963659,0.847,0.579,11,Ddx3x
1147,0.732,0.378681679,0.464,0.614187226,1,0.985,11,Rpl24
1148,0.732,1.801027903,0.464,8.529524379,0.47,0.01,11,ENSMUSG00000140105
1149,0.73,0.45912273,0.46,0.706692205,1,0.986,11,Ftl1
1150,0.729,0.617285043,0.458,4.039101234,0.493,0.037,11,Emp3
1151,0.729,0.584762088,0.458,2.248815747,0.605,0.17,11,Csf1
1152,0.729,0.269572608,0.458,0.622783032,0.781,0.282,11,Rhoc
1153,0.728,0.541319382,0.456,6.700474386,0.46,0.006,11,Cped1
1154,0.727,0.605313231,0.454,4.470162359,0.484,0.037,11,Col4a5
1155,0.726,0.500085471,0.452,1.599964358,0.656,0.2,11,Pnp
1156,0.725,0.481229663,0.45,1.703482798,0.67,0.252,11,Xbp1
1157,0.725,0.489941704,0.45,1.925693881,0.595,0.138,11,Rbpms
1158,0.725,0.352410724,0.45,0.948778164,0.581,0.13,11,Gsn
1159,0.724,0.59546391,0.448,2.021613416,0.633,0.223,11,Arid5b
1160,0.723,0.919849962,0.446,3.865635331,0.498,0.067,11,Slc6a20a
1161,0.722,0.496254687,0.444,1.874484615,0.623,0.21,11,Il6st
1162,0.721,0.818711626,0.442,5.588770766,0.46,0.024,11,Gjb2
1163,0.721,0.472979404,0.442,2.649584662,0.535,0.103,11,Fndc3b
1164,0.721,0.595527283,0.442,1.250907684,0.814,0.394,11,Csrp1
1165,0.72,0.465240395,0.44,1.658215723,0.656,0.231,11,Rela
1166,0.72,0.440985452,0.44,1.530590794,0.619,0.167,11,Tubb6
1167,0.72,0.634888917,0.44,2.602298706,0.544,0.114,11,Ifih1
1168,0.72,0.495408034,0.44,1.952556254,0.619,0.209,11,Fmnl2
1169,0.719,0.59441086,0.438,1.758238712,0.623,0.188,11,Irgm1
1170,0.719,0.415169857,0.438,0.782564504,0.953,0.85,11,Rps27rt
1171,0.718,0.980698145,0.436,3.69893885,0.526,0.133,11,Mbd1
1172,0.718,0.639448188,0.436,2.234201638,0.591,0.175,11,Gadd45a
1173,0.718,0.513684833,0.436,2.250547022,0.563,0.14,11,Cebpb
1174,0.718,0.497724701,0.436,1.897673132,0.605,0.181,11,Lamc1
1175,0.717,0.507017605,0.434,1.098717018,0.833,0.401,11,Sat1
1176,0.717,0.531238259,0.434,2.112851455,0.577,0.168,11,Ifi27
1177,0.717,0.587577789,0.434,2.494365473,0.553,0.132,11,S100a10
1178,0.715,0.59595686,0.43,2.578497663,0.512,0.083,11,Emp1
1179,0.715,0.50181459,0.43,1.525415676,0.698,0.337,11,Chic2
1180,0.715,0.437458665,0.43,1.201979586,0.67,0.214,11,Tagln2
1181,0.714,0.685419726,0.428,3.607546464,0.474,0.049,11,Il34
1182,0.714,0.487374227,0.428,1.958651402,0.591,0.173,11,Fcgrt
1183,0.714,0.28929719,0.428,0.687564865,0.781,0.31,11,Arpc1b
1184,0.713,1.187266176,0.426,4.905133232,0.46,0.044,11,Timp1
1185,0.713,0.447361636,0.426,1.660546877,0.6,0.168,11,Rtp4
1186,0.713,0.512852749,0.426,1.070562442,0.828,0.482,11,Ier2
1187,0.713,0.580544061,0.426,5.178414281,0.442,0.018,11,Ptgs2os
1188,0.712,0.454115494,0.424,2.929267093,0.465,0.037,11,Olfml3
1189,0.712,0.835021942,0.424,3.141612252,0.484,0.061,11,Thbs1
1190,0.711,0.529343191,0.422,2.770648804,0.484,0.061,11,Pdgfrb
1191,0.71,0.631676975,0.42,1.856424353,0.567,0.15,11,Iigp1
1192,0.71,0.496737324,0.42,2.222290991,0.549,0.142,11,Sav1
1193,0.709,0.447806753,0.418,1.707667969,0.577,0.148,11,Ppic
1194,0.709,0.383851005,0.418,1.343281996,0.544,0.099,11,Pdgfra
1195,0.708,0.221100975,0.416,0.422008605,0.87,0.401,11,Selenop
1196,0.708,0.500866026,0.416,6.189764334,0.423,0.007,11,Col13a1
1197,0.708,0.402328611,0.416,1.090201099,0.749,0.361,11,Mcl1
1198,0.708,0.601901284,0.416,2.52923913,0.516,0.105,11,Rgs16
1199,0.707,0.215498337,0.414,0.457261096,0.819,0.427,11,Myl12a
1200,0.707,0.628273448,0.414,1.816072641,0.6,0.21,11,Tnfaip3
1201,0.707,0.773379328,0.414,7.070465405,0.419,0.006,11,Slc6a13
1202,0.707,0.554827099,0.414,1.651425976,0.674,0.312,11,Tmed5
1203,0.706,0.549391453,0.412,5.660463496,0.423,0.012,11,Col6a2
1204,0.706,0.552538713,0.412,2.462782828,0.526,0.124,11,Pdpn
1205,0.705,0.531257337,0.41,1.463238296,0.6,0.182,11,Cmpk2
1206,0.705,0.653781127,0.41,3.420369073,0.479,0.084,11,Tpbg
1207,0.705,0.581447734,0.41,1.607092304,0.6,0.177,11,Col4a2
1208,0.705,0.589508383,0.41,2.09774358,0.544,0.151,11,Cdkn1c
1209,0.705,0.544864536,0.41,4.04362922,0.447,0.043,11,Rcn3
1210,0.704,0.459552199,0.408,1.869756052,0.567,0.171,11,Nfkb2
1211,0.704,0.374776269,0.408,0.756346312,0.944,0.613,11,Gng5
1212,0.703,0.43773304,0.406,3.113261364,0.465,0.063,11,Il15ra
1213,0.702,0.369338572,0.404,1.318764719,0.581,0.156,11,Parp14
1214,0.702,0.469869472,0.404,1.198312887,0.698,0.299,11,Zfp36
1215,0.702,0.39767668,0.404,2.234088246,0.502,0.094,11,Helz2
1216,0.701,0.440991121,0.402,1.064167016,0.805,0.528,11,Atf4
1217,0.701,0.275198366,0.402,0.566007238,0.726,0.309,11,Plpp3
1218,0.999,2.393319668,0.998,7.644381029,1,0.021,12,Ndnf
1219,0.999,2.737325737,0.998,7.438683736,1,0.035,12,Reln
1220,0.988,3.361056899,0.976,6.021382736,0.981,0.185,12,Snhg11
1221,0.984,1.458095504,0.968,2.39589289,1,0.848,12,Eif4a2
1222,0.974,1.111071467,0.948,1.705649449,1,0.984,12,Rpl3
